"Reg","Type","CN","Manufacturer","Owner","DateRegistered","Status"
"5Y-KQB","BOEING 737 – 300","28747","BOEING AIRCRAFT COMPANY","OWNER: SIMBA FINANCE LIMITED, ZUCKERT SCOUTTAND RASENBERGER LLP, SUITE 600 WASHINGTON D.C. 20006, U.S.A, SECURED FINANCIER: FIRST SECURITY BANK, NATIONAL ASSOCIATION, ZUCKFRT SCOUTT RASENGBERGER LLP SUITE 600 WASHINGTON D.C 20006, USA, LESSEE: KENYA AIRWA","","VALID"
"5Y-KQC","BOEING-737-348","29088","BOEING AIRCRAFT COMPANY","OWNER: SIMBA FINANCE LIMITED, CLEMENDON HOUSE CHURCH, ST. HAMILTON HMCX BERMUDA,, SECURED FINANCIER: FIRST SECURITY BANK, NATIONAL ASSOCIATION 79 SOUTH MAIN ST. SALT LAKE CITY UT 84111. U.S.A., LESSEE: KENYA AIRWAYS,, P. O. BOX 19002, NAIROBI., ","2008-05-31","VALID"
"5Y-KQD","BOEING 737-300","929750","BOEING AIRCRAFT COMPANY","OWNER: SIMBA FINANCE LIMITEDCLEMENDON HOUSE CHURCH, ST. HAMILTON HMCX BERMUDA,SECURED FINANCIER: FIRST SECURITY BANK, NATIONAL ASSOCIATION 79 SOUTH MAIN ST. SALT LAKE CITY UT 84111. U.S.A.LESSEE: KENYA AIRWAYS P. O. BOX 19002, NAIROBI.","1999-03-31","VALID"
"5Y-KQE","BOEING 737-700","30133","BOEING AIRCRAFT COMPANY","OWNER: CELESTIAL AVIATION TRADING 12 LTD, LESSOR: GECAS SVERIGE AIRCRAFT LEASING WORLDWIDE AB, C/O ADOVOKATFIRMAN VINGE BOX 1703 11187 STOCKHOLM, SWEDEN, LESSEE: KENYA AIRWAYS LTD, P O BOX 19002NAIROBI, ","2004-12-31","VALID"
"5Y-KQF","BOEING 737-700","30136","BOEING AIRCRAFT COMPANY","OWNER: CELESTIAL AVIATION TRADING 10 LTD LESSOR: GE SVERIGE AIRCRAFT LEASING WORLDWIDE AB, C/O GE CAPITAL AVIATION SERVICES LIMITED, AVIATION HOUSE, SHANNON,CO. CLARE, IRELAND LESSEE: KENYA AIRWAYS LTD P O BOX 19002, NAIROBI","2005-01-31","VALID"
"5Y-KQG","BOEING 737-700","32371","BOEING AIRCRAFT COMPANY","KENYA AIRWAYS LTD P.O. BOX 19002NAIROBI","2003-01-31","VALID"
"5Y-KQH","BOEING 737-7UB","32372","BOEING AIRCRAFT COMPANY","OWNER & CONDITIONAL SELLER:, SWARA A/C FINANCE LTD, , C/O WALKERS SPU LTD,, WALKER HOUSE , MRY ST. BOX 908 GI GEORGE, TOWN CAYMAN ISLAND, OPERATOR & CONDITIONAL PURCHASER, KENYA AIRWAYS, BOX 19002, NAIROBI, SECURITY TRUSTEE AND SECURED FINANCIER:, WELLS F","2003-06-31","vALID"
"5Y-KQJ","BOEING 737-248","21714","BOEING AIRCRAFT COMPANY","OWNER: ARDENNES THETA LIMITED, P. O. BOX 621LE-GALLAIS CHAMBERS 54 BATH STREET, ST HELIER, JERSEY, FINANCING PARTY: ANGLO IRISH BANK CORPORATION PLC, STEPHEN COURT, 18/21 ST.STEPHEN’S GREEN DUBLIN 2, IRELAND, LESSEE: KENYA AIRWAYS LIMITED, P. O. BOX 19002","","EXPIRED"
"5Y-KQK","BOEING 737-248","21715","BOEING AIRCRAFT COMPANY","OWNER: ARDENNES THETA LIMITED, P. O. BOX 621, LE-GALLAIS CHAMBERS 54 BATH STREET, ST HELIER, JERSEY, FINANCING PARTY: ANGLO IRISH BANK CORPORATION PLC, STEPHEN COURT, 18/21 ST.STEPHEN’S GREEN DUBLIN 2, IRELAND, LESSEE: KENYA AIRWAYS LIMITED, P. O. BOX 190","","EXPIRED"
"5Y-KQP","BOEINB 767 300 E","24797","BOEING AIRCRAFT COMPANY","OWNER: US BANK NATIONAL ASSOCIATION , 1420 5TH AVENUE , 7TH FLOOR SEATLEWA , 98101 USA, LESSEE: KENYA AIRWAYS, BOX 19002 NAIROBI, ","2005-06-31","VALID"
"5Y-KQQ","BOIENG 767-300ER","27310","BOEING AIRCRAFT COMPANY","OWNER; AWMS I AWAS AVIATION SERVICES, INC, 445 PARK AVENUE, 20TH FLOOR NEW YORK NY 10022 USA LESSEE: KENYA AIRWAYS LTD P.O BOX 19002-00501 NAIROBI","2006-06-31","VALID"
"5Y-KQR","BOEING 767-300","24484","BOEING AIRCRAFT COMPANY","OWNER: PEMBROKE 767 LTD,, SHANNON AIRPORT HOUSE,, SHANNON AIRPORT, CO. CLARE,, IRELAND., SECURITY TRUSTEE: THE BANK OF SCOTIA NOVA,, 33 FINSBURY SQUARE,, LONDON EC 2A 1BB, UK., LESSEE: KENYA AIRWAYS,, P. O. BOX 19002, NAIROBI. , ","2004-05-31","VALID"
"5Y-KQS","BOEING 777 -2U8","33683","BOEING AIRCRAFT COMPANY","OWNER: NYATI AIRCRAFT AND FINANCING LTD, C/O WALKER SOV, LTD, WALKER HOUSE , MARY HOUSE STREET BOX 908,GT, GEORGE TOWN GRAND CHYMAN CAYMAN ISLAND, FINANCIER:’WELLS FARGO BANK , OPERATOR: KENYA AIRWAYS , BOX 19002 NAIROBI, ","2005-06-31","VALID"
"5Y-KQT","BOEING 777-2U8","33682","BOEING AIRCRAFT COMPANY","OWNER: KIFARU AIR CRAFT FINANCING LTD (PTY) LTD, SECURED FINANCIER: WELLS FARGO BANK NORTH WEST NATIONAL ASSOCIATION, OPERATOR AND CONDITIONAL OPERATOR: KENYA AIRWAYS LTD, BOX 19002,00500 NAIROBI, ","2005-05-31","VALID"
"5Y-KQU","BOEING 777-2U8","33681","BOEING AIRCRAFT COMPANY","OWNER: NDOVU AIRCRAFT FINANCE LTD, WALKERS SPV LTD, WALKER HSE, MARY ST, P. O. BOX 908 G. T.GEORGE TOWN, GRAND GAYMAN, GAYMAN ISLANDS., OPERATOR: KENYA AIRWAYS,, P. O. BOX 19002-00501,, NAIROBI., SECURITY TRUSTEE:, WELLS FARGO BANK NORTHWESTNATIONAL ASSOC","2004-05-31","VALID"
"5Y-KQX","BOEING 767-300","30854","BOEING AIRCRAFT COMPANY","OWNER: CELESTIAL AVIATION TRADING 12 LTD, LESSOR: GECAS SVERIGE AIRCRAFT LEASING WORLDWIDE AB, C/O ADOVOKATFIRMAN VINGE, BOX 1703 11187 STOCKHOLM, SWEDEN, LESSEE: KENYA AIRWAYS LTD, P O BOX 19002, NAIROBI, ","2004-12-31","VALID"
"5Y-KQY","BOEING 767-300ER","30841","BOEING AIRCRAFT COMPANY","OWNER: CELESTIAL AVIATION TRADING 12 LTD, LESSOR: GECAS SVERIGE AIRCRAFT LEASING WORLDWIDE AB, C/O ADOVOKATFIRMAN VINGE, BOX 1703 11187 STOCKHOLM, SWEDEN, LESSEE: KENYA AIRWAYS LTD, P O BOX 19002, NAIROBI, ","2004-12-31","VALID"
"5Y-KQZ","BOEING 767-300ER","30853","BOEING AIRCRAFT COMPANY","OWNER: CELESTIAL AVIATION TRADING 12 LTD, C/O GCE CAPITAL AVIATION SERVICES LTD, AVIATION HOUSE, SHANNON, CO. CLARE, IRELAND, LESSOR: GECAS SVERIGE AIRCRAFT, LEASING WORLDWIDE AB, C/O GE CAPITAL AVIATION SERVICES LTD, AVIATION HOUSE, SHANNON, CO. CLARE, I","2004-12-31","VALID"
"5Y-KRC","CESSNA 180C","50882","CESSNA AIRCRAFT COMPANY","KENYA WILDLIFE SERVICESP. O. BOX 54582,NAIROBI.","1990-08-31","EXPIRED"
"5Y-KRD","DHC-2 BEAVER","1439","DE-HAVILLAND AIRCRAFT OF CANADA","DESERT LOCUSTP.O. BOX 30023NAIROBI","","VALID"
"5Y-KRH","PIPER PA.22-108""COLT""","22-8190","PIPER AIRCRAFT COMPANY","OWNER:SIMON DAVID ARTHER HUTCHINSON P. O. BOX 22 NANDI HILLS.","","VALID"
"5Y-KRJ","CESSNA 150A","150-59255","CESSNA AIRCRAFT COMPANY","OWNER:C.J. AVIATION INVESTMENTS P. O. BOX 30125 NAIROBI.","1982-07-31","EXPIRED"
"5Y-KRS","CESSNA 182-E","182-53932","CESSNA AIRCRAFT COMPANY","OWNER:DUNCAN PAGE, C/o TEA CO., PRIVATE BAG SOTIC, ","","VALID"
"5Y-KRY","CESSNA 185","185-0380","CESSNA AIRCRAFT COMPANY","OWNER:UNESCOP. O. BOX 30592 NAIROBI.","1976-02-31","EXPIRED"
"5Y-KSC","PIPER PA.34-200T","34-8070339","PIPER AIRCRAFT COMPANY","OWNER:COAST AVIATION & NATIONAL BANK OF KENYAP. O. BOX 64273 & 72866 NAIROBI","1998-07-31","EXPIRED"
"5Y-KSF","PIPER PA.25-235
""PAWNEE""","25-5545","PIPER AIRCRAFT COMPANY","ALVADAN HOLDINGS LTD., GRINDLAYS BANK INTERNATIONAL (K) LTD., & GRINDLAYS INTER, FINANCE (K) LTD.,, P. O. BOX 15062NAIROBI., ","1981-02-31","VALID"
"5Y-KSH","CESSNA 205","205-0118","CESSNA AIRCRAFT COMPANY","OWNER:ADRIEP D. ESCHEYVERP. O. BOX 14508NAIROBI.","","EXPIRED"
"5Y-KSK","PIPER PA.22.108","22-9462","PIPER AIRCRAFT COMPANY","OWNER:ALAN C HERD P.O BOX 10144BAMBURI","","VALID"
"5Y-KSL","CESSNA 182F","182-54561","CESSNA AIRCRAFT COMPANY","OWNER:LAPWING LTDP. O. BOX 57792 NAIROBI","","EXPIRED"
"5Y-KSX","CESSNA 180","32522","CESSNA AIRCRAFT COMPANY","OWNER:KENYA WILDLIFE SERVICES P. O. BOX 54582 NAIROBI","1990-08-31","EXPIRED"
"5Y-KTP","PIPER PA.18-150 SUPER CLUB","18-808","PIPER AIRCRAFT COMPANY","OWNER:JOHN FRANCIS GILFRID DYER P.O. BOX 477 NANYUKI.","","VALID"
"5Y-KUC","CESSNA 182A","34245","CESSNA AIRCRAFT COMPANY","OWNER:SIMPSON SAFARIS LTD., P. O. BOX 411,, NAIVASHA., ","","VALID"
"5Y-KUK","PIPER PA28","28-10228","PIPER AIRCRAFT COMPANY","OWNER:BLLEWELYN P.O BOX 111 NANYUKI","","VALID"
"5Y-KWB","HUSKY A-1","1228","AVIAT INC","OWNER:KENYA WILDLIFE SERVICES, P. O. BOX 54582, NAIROBI., ","1994-05-31","VALID"
"5Y-KWC","HUSKY A-1","1230","AVIAT INC","OWNER:KENYA WILDLIFE SERVICES, P. O. BOX 54582, NAIROBI., ","1994-05-31","VALID"
"5Y-KWD","HUSKY A-1","1231","AVIAT INC","OWNER:KENYA WILDLIFE SERVICES, P. O. BOX 54582, NAIROBI., ","1994-05-31","VALID"
"5Y-KWF","BELL 206","52029","BELL HELICOPTER COMPANY","OWNER:KENYA WILDLIFE SERVICES P. O. BOX 54582NAIROBI.","","EXPIRED"
"5Y-KWP","8KCAB","790-97","AMERICAN CHAMPION ","OWNER:KENYA WILDLIFE SERVICES, P. O. BOX 40241, NAIROBI., ","2003-02-31","VALID"
"5Y-KWS","CESSNA 402C","402C-0450","CESSNA AIRCRAFT COMPANY","OWNER:KENYA WILDLIFE SERVICES P. O. BOX 54582NAIROBI","1990-02-31","EXPIRED"
"5Y-KWT","CESSNA 208","208B0340","CESSNA AIRCRAFT COMPANY","OWNER:KENYA WILDLIFE SERVICE, P. O. BOX 40241 , NAIROBI., ","1993-08-31","VALID"
"5Y-KWW","BELL","206-14","BELL HELICOPTER COMPANY","OWNER:KENYA WILDLIFE SERVICEP.OBOX 40241NAIROBI","2006-08-31","VALID"
"5Y-KWY","PIPER PA 18-15","18-8209020","PIPER AIRCRAFT COMPANY","KENYA WILDLIFE SERVICE, P. O. BOX 54582, NAIROBI, ","2003-11-31","VALID"
"5Y-KWZ","PIPER PA 18","18-8309002","PIPER AIRCRAFT COMPANY","KENYA WILDLIFE SERVICES, P O BOX 24498, NAIROBI, ","2001-03-31","EXPIRED"
"5Y-KYA","BOEING 737-800","35069","BOEING AIRCRAFT COMPANY","SINGAPORE AIRCRAFT LEASING ENTERPRISE PTE. LTD 8 SHENTON WAY TEMASEK TOWER 18-01, SINGAPORE 068811LESSEE: KENYA AIRWAYS LTDP.O BOX 19002 -000501NAIROBI KENYA","2007-05-31","EXPIRED"
"5Y-KYB","BOEING 737-800","35070","BOEING AIRCRAFT COMPANY","BAKER $ SPICE AVIATION LTD AIB INT CENTER I.F.S.C DUBLIN IRELAND LESSEE: KENYA AIRWAYS LTD P.O BOX 19002 -000501 NAIROBI KENYA, FINANCIER: THE GOVERNOR $ COMPANYOF THE BANK OF SCOTLAND BOX 39900, BISHOPSGATE EXCHANGE 155 BISHOPSGATE LONDON EC2M 3YB, ENGLA","2007-04-31","VALID"
"5Y-KYC","BOEING 737-800","35071","THE BOEING COMPANY","SINGAPORE AIRCRAFT LEASING ENTERPRISE PTE. LTD 8 SHENTON WAY TEMASEK TOWER 18-01, SINGAPORE 068811 LESSEE: KENYA AIRWAYS LTDP.O BOX 19002 -000501NAIROBI KENYA","2007-04-31","VALID"
"5Y-KYD","BOEING 737-800","MSN 35632","THE BOEING COMPANY","OWNER:CELESTIAL AVIATION TRADING 12 LTD AVIATION HSE SHANNON COUNTRY CLARE IRELAND LESSEE:KENYA AIRWAYS LTD.P.O BOX 19002-00501 NAIROBI","2008-08-31","VALID"
"5Y-KYH","EMBRAER ERJ 170-100LR","17000230","EMBRAER-EMPRESA BRASILEIRA DE AERONAUTICAL SA","OWNER:CELESTIAL AVIATION TRADING 16 LTD AVIATION HSE SHANNON COUNTRY CLARE IRELAND LESSEE:KENYA AIRWAYS LTD.P.O BOX 19002-00501 NAIROBI","2008-08-31","VALID"
"5Y-KYJ","EMBRAER ERJ 170-100LR","17000111","EMBRAER-EMPRESA BRASILEIRA DE AERONAUTICAL SA","OWNER:CELESTIAL AVIATION TRADING 71 LTD AVIATION HSE SHANNON COUNTRY CLARE IRELAND LESSEE:KENYA AIRWAYS LTD.P.O BOX 19002-00501 NAIROBI","2007-06-31","VALID"
"5Y-KYK","EMBRAER ERJ 170-100LR","17000111","EMBRAER-EMPRESA BRASILEIRA DE AERONAUTICAL SA","OWNER: CELESTIAL AVIATIONTRADING 71 LTD AVIATION HOUSESHANNON COUNTRY CLARE IRELANDLESSEE: KENYA AIRWAYS LTDP.O. BOX 19002-00501NAIROBI, KENYA","2007-09-31","VALID"
"5Y-KYZ","BOEING 777-200ER MSN","36124","BOEING AIRCRAFT COMPANY","OWNER:CHUI AIRCRAFT FINANCING LLCC/O WILMINGTON TRUST COMPANYROONEY SQURE NORTH 1100 NORTH MARKET STREET WILMINGTON, DELAWERE 19890-001LESSEE: KENYA AIRWAYS LTDP.O. BOX 19002-00501NAIROBI, KENYA","2007-02-31","VALID"
"5Y-LAM","CESSNA 402","402-0463","CESSNA AIRCRAFT COMPANY","OWNER:SERENE AIR SERVICES P. O. BOX 74500NAIROBI","2003-03-31","EXPIRED"
"5Y-LAV","CESSNA 310R","310R-0882","CESSNA AIRCRAFT COMPANY","UNITED AIRLINES LTD. P. O. BOX 53521 NAIROBI.","2007-11-31","EXPIRED"
"5Y-LEL","CESSNA FR1725","461","CESSNA AIRCRAFT COMPANY","JAMES HENRY MARCUS CARTWRIGHT , P. O. BOX 1442,, NAIVASHA., ","1997-04-31","VALID"
"5Y-LEN","MAULE M5-235C","735C","MAULE AIRCRAFT CORPORATION","OWNER: ANDRIES CORNELIS VERMEER P. O BOX 41537 NAIROBI","2006-06-31","VALID"
"5Y-LET","LET 410UVP-E9","912620","","OWNER: SKODA TRADING S.R.O NAM CESKYCH BRATRI 8 31600 PLZEN, CZECH REPUBLIC OPERATOR: MALINDI AIR SERVICES,","","EXPIRED"
"5Y-LKG","BEECH 1900C","UB-63","BEECH AIRCRAFT COMPANY","OWNER:ALS LIMITEDP O BOX 41937 NAIROBI FINANCIER: BARCLAYS BANKOF KENYA LTD P. O. 46661 NAIROBI","2002-06-31","VALID"
"5Y-LLG","PIPER PA-22","32-8406011","PIPER AIRCRAFT COMPANY","OWNER:MR STEPHANUS PETRUS KRUGER , P. O. BOX 525ELDORET, , ","2000-08-31","VALID"
"5Y-LLL","FOKKER F28-4000","11239","FOKKER","OWNER: FOSTER AERO LUTL (PTY) LTD P. O. BOX 177 LANSERIA 1748; SOUTH AFRICA LESSEE: EAST AFRICAN SAFARI AIR EXPRESSP. O. BOX 283212-00200CITY SQUARE, NAIROBI.P. O. 93961MOMBASA.","2003-07-31","EXPIRED"
"5Y-LMB","CESSNA U206","U20604205","CESSNA AIRCRAFT COMPANY","AFRICAN INLAND MISSION INTERNATIONAL TRUSTEES REGISTERED P. O. BOX 21171-00505 NAIROBI","2008-09-31","VALID"
"5Y-LPH","TEEM TANDEM AIRBIKE","AB 129T","TENNESSEE ENGINEERING & MANUFACTURING INC","RICHARD GEOFFREY COLLIN DIAMONDP. O. BOX 80421MOMBASA, KENYA","1998-06-31","EXPIRED"
"5Y-LRY","EUROPA","168","EUROPA AIRCRAFT COMPANY","RICHARD HURG LAMPREY, P. O. BOX 21472, NAIROBI, ","1999-06-31","VALID"
"5Y-LVH","PIPER PA.28-180","28-1085","PIPER AIRCRAFT COMPANY","URS GNADINGERP. O. BOX 248 WATAMU.","","EXPIRED"
"5Y-LWC","PIPER PA18-150","9199CC","PIPER AIRCRAFT COMPANY","LEWA WILDLIFE CONSERVANCY LEWA DOWNS PRIVATE BAG ISIOLO - KENYAP.O. BOX 10607-00100 NAIROBI","2008-01-31","VALID"
"5Y-LWF","AEROPRAKT A22 FOXBAT LTD","239","AEROPRAKT","LAIKIPIA WILDLIFE FORUMP.O. BOX 764-10400NANYUKI-KENYA","2008-07-31","VALID"
"5Y-MAE","CESSNA 208B","208 B1155","CESSNA AIRCRAFT COMPANY","OWNER: MISSION AVIATOIN FELLOWSHIP EUROPE , ENWOOD ASHFORD, KENT TN 24 8 DH UK, LESSEE: MISSION AVIATOIN FELLOWSHIP-KENYA , P.O.BOX 21123-00505 NAIROBI-KENYA, ","2006-01-31","VALID"
"5Y-MAF","PILATUS PC12","MSN243","PILATUS AIRCRAFT LIMITED","OWNER: MISSION AVIATION FELLOWSHIP EUROPE, GODINSTON ROAD ASHFORD, KENT TN23 1HA, UK, LESSEE: MISSION AVIATION FELLOWSHIP EUROPE-KENYA PROGRAMME, P. O. BOX 21123 NAIROBI- KENYA, ","1999-03-31","VALID"
"5Y-MAG","CESSNA 208B","208B0920","CESSNA AIRCRAFT COMPANY","OWNER: MISSION AVIATION FELLOWSHIP EUROPE HENWOOD ASHFORD, KENT, TN248DH, AND U.K LESSEE: MISSION AVIATION FELLOWSHIP KENYA .P O BOX 21123, NAIROBI, KENYA","2002-01-31","VALID"
"5Y-MAK","CESSNA 208B","208-00004","CESSNA AIRCRAFT COMPANY","ALS LTD,, P. O. BOX 41937,, 00100 GPO NAIROBI, FINANCIER: BARCLAYS BANK OF KENYA LTD,, P. O. BOX 46661, 00200, NAIROBI, ","2006-09-31","VALID"
"5Y-MAP","PIPER PA.31","31-252","PIPER AIRCRAFT COMPANY","PHOTOMAP (K) LTD.,, P. O. BOX 43805,, NAIROBI., ","1992-05-31","VALID"
"5Y-MAS","PIPER","PA.34-200T34-7770096","PIPER AIRCRAFT COMPANY","ROBINAIR LIMITED & NATIONAL BANK (K) LTD.P. O. BOX 6070 KISUMUP. O. BOX 41862NAIROBI.","","EXPIRED"
"5Y-MBM","PITTS.","S-2B-5076","CHRISTEN INDUSTRIES","OWNER:MARK CARRINGTON ROSS P.O. BOX 58828 NAIROBI","2007-03-31","VALID"
"5Y-MCH","KITFOX SERIES 7","S6011075","SYLAVAN ADAMSON","ROBERT MICHAEL CARR-HARTLEY P.O BOX 59762-00100 NAIROBI","2003-07-31","VALID"
"5Y-MED","BEECH BARON 55 TC","TK-133","BEECH AIRCRAFT COMPANY","AFRICA MEDICAL & RESEARCH FOUNDATION P. O. BOX 30125NAIROBI.","","EXPIRED"
"5Y-MEG","DHC-5D","62","DE-HAVILLAND AIRCRAFT OF CANADA","TRIDENT ENTERPRISES LTD, P. O. BOX 13501, NAIROBI, ","2005-10-31","EXPIRED"
"5Y-MGP","CESSNA U206","U206-06962","CESSNA AIRCRAFT COMPANY","AEROCRAFT LTD. P.O. BOX 180NANYUKI","1994-08-31","VALID"
"5Y-MHB","PIPER PA34-200T","7570271","PIPER AIRCRAFT COMPANY","AFRICAN EXPRESS AIRWAYS PAN AFRICAN BANK LTD.P. O. BOX 43356 NAIROBI.","1984-05-31","EXPIRED"
"5Y-MIG","DORNIER DO28-D2","4146","DORNIER GmbH ","OWNER: R.W. PILOT SERVICE PARKLINDSVAGEN 13 S-53158 LIDKOPING SWEDEN OPERATOR: SKYWAYS (K) LTD.P. O. BOX 93906 MOMBASA","1995-01-31","EXPIRED"
"5Y-MJK","CESSNA U206","U206-053627","CESSNA AIRCRAFT COMPANY","OWNER: JOHN MUNYES KIYONGA AND KENYA COMMERCIAL BANK P. O. BOX 74, LODWAR P.O. BOX 48400-00100, NAIROBI","2008-07-31","VALID"
"5Y-MKM","CESSNA 406","F406-0044","CESSNA AIRCRAFT COMPANY","OWNER: INTERNATIONAL NEDERLANDEN AVIATIONLEASE B.V, KARSPELDREEF 14, 1101 CK AMSTERDAM. LESSEE: EURO AIR LTD P. O. BOX 43071NAIROBI. ","1994-11-31","EXPIRED"
"5Y-MNG","CESSNA 550","550-0876","CESSNA AIRCRAFT COMPANY","OWNER: CESSNA FINANCE CORPORATION, P. O. BOX WICHITA, KS67201-, 3106, USA, LESSEE: PHOENIX AVIATION LTD, P. O. BOX 49493NAIROBI, SUB-LESSEE: CAPITAL AIRLINES LTD, P. O. BOX 49232NAIROBI , ","2000-02-31","VALID"
"5Y-MNW","BELL 206B","4638","BELL HELICOPTER COMPANY","SOLIO RANCH LIMITEDP.O. BOX 30595-00100 NAIROBI KENYA","2008-03-31","VALID"
"5Y-MOC","DHC","–8-315","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER: TRIDENT ENTERPRISES LTD , P.O.BOX 13501,00800, FINANCIER:, EASTERN AND SOUTHERN AFRICA TRADE AND DEVELOPMENT BANK, P.O.BOX 48596NAIROBI, ","2005-08-31","VALID"
"5Y-MON","COLT-160A","303","THUNDER & COLT LIMITED","KENYA BALLOON & SAFARIS LTDP. O. BOX 30158NAIROBI.","1981-01-31","EXPIRED"
"5Y-MPK","CESSNA 404 ""TITIAN""","404-0858","CESSNA AIRCRAFT COMPANY","SKYWAYS AIRLINES (K) LTD.P. O. BOX 93906, MOMBASA.","1987-10-31","EXPIRED"
"5Y-MSJ","CESSNA N152 ii","15284008","CESSNA AIRCRAFT COMPANY","NINETY NINE FLYING SCHOOL, BOX 46968,00100, NAIROBI, ","2006-02-31","EXPIRED"
"5Y-MSN","CESSNA 206 U206 - 063","49","CESSNA AIRCRAFT COMPANY","MAF EUROPE (K), P. O. Box 21123, NAIROBI, ","2003-03-31","VALID"
"5Y-MSR","CESSNA 550","550-0975","CESSNA AIRCRAFT COMPANY"," OWNER:CESSNA FINANCE CORPORATIONP.O BOX 308LESSEE:PHOENIX AVIATION LTD.WISON LANGATA RDP.O BOX 43493 NAIROBI,KENYA","","VALID"
"5Y-MSW","CESSNA 210N","63789","CESSNA AIRCRAFT COMPANY","OWNER: MISSION AVIATION FELLOWSHIP EUROPE, FOCUS HOUSE GODINGTON , ROAD ASHFORD, KENT TN23 I HA U.K., LESSEE: MISSION AVIATION FELLOWSHIP KENYA, P. O. BOX 21123NAIROBI, ","1999-10-31","VALID"
"5Y-MWG","PIPER PA 34","34-8070222","PIPER AIRCRAFT COMPANY","OWNER:COAST AVIATION LTD. P. O. BOX 93996MOMBASA.","1997-03-31","EXPIRED"
"5Y-MYW","PIPER PA18","18-7909149","PIPER AIRCRAFT COMPANY","CHRISTIAN STREBELP.OBOX 46968 NAIROBI","1997-07-31","VALID"
"5Y-MZD","BEECHCRAFT F331A","CE-1544","BEECH AIRCRAFT COMPANY","ALLESSANDRO TORRIANI,, P. O. BOX 92062,, MOMBASA, ","1994-09-31","VALID"
"5Y-NAB","PIPER PA.28-140","28-7425241","PIPER AIRCRAFT COMPANY","AMOS DAYANP. O. BOX 42730 NAIROBI.","1985-04-31","EXPIRED"
"5Y-NAM","PA32R-301T-","3257438","NEW PIPER AIRCRAFT INC","OWNER:MR MOCCIAGIAMP0IERO.P.O. BOX 502 LAMU","2006-12-31","VALID"
"5Y-NBB","BEECH C90","LJ528","BEECH AIRCRAFT COMPANY","OWNER: NEILS B. BRVEL LANGEBARKGERD, DK-4772 LANGEBAEK, DENMARKLESSEE: AVIATION ASSISTANCE A/S COPENHAGEN AIRPORT, DK-400 ROSKILDE, DENMARKSUBLESSEE: AVIATION ASSISTANCE INTL. LTD P. O. BOX 79373NAIROBI","","EXPIRED"
"5Y-NCF","AERO COMMANDER 560R","1079-30","ROCKWELL COMMANDER","OWNER:JOHAN HENDRIK HESSELINKP.O BOX 40643NAIROBI","1994-05-31","VALID"
"5Y-NDP","CESSNA 208 B","208B-0369","CESSNA AIRCRAFT COMPANY","OWNER: FEDERAL COMMUTE SERVICE, P.O.BOX 20400DURBAN NORTH 4016 SOUTH AFRICA, LESSEE: AIR WORK (K) LTD, P.O.BOX 27508NAIROBI, ","","EXPIRED"
"5Y-NDY","CESSNA 340","340-0103","CESSNA AIRCRAFT COMPANY","JOACHIM-CHRISTOPH FREDRICH ZARNACK P. O. BOX 377 MTWAPA","1999-12-31","EXPIRED"
"5Y-NEV","CESSNA 208B","182-65135","CESSNA AIRCRAFT COMPANY","NEVILLE VINCENT DAVIES, P O BOX 223, KERICHO, ","2001-07-31","VALID"
"5Y-NFY","CESSNA 208B","208B-0294","CESSNA AIRCRAFT COMPANY","OWNER:FEDERAL AIR (PTY) LTD , P. O. BOX 20400DURBAN NORTH , 4016 SOUTH AFRICA, LESSEE: AIRWORKS (K) LTD, P. O. 27508, NAIROBI, ","2008-10-31","VALID"
"5Y-NGO","CESSNA 208 B","208B-0328","CESSNA AIRCRAFT COMPANY","OWNER: PROSTART PROPERTIES 15 (PTY) LTD,P.O.BOX POSTNET SULTE#124PRIVATE BAG 65 HALFWAY HOUSE 1685 SOUTH AFRICA, LESSEE: FEDERAL AIR (PTY) LTD, P. O. BOX 20400, DURBAN NORTH4016-SOUTH AFRICA, SUB-LESSEE: AIRWORKS (K) LIMITED P.O. BOX 27508-00506 NAIROBI, ","2007-06-31","VALID"
"5Y-NHB","""CESSNA 208B 208B0328 ""","208B0328","CESSNA AIRCRAFT COMPANY","OWNER: FEDERAL AIR (PTY) LTD P.O. BOX 20400 DURBAN NORTH 4016 SOUTH AFRICA, LESSEE: AIRWWORKS (K) LIMITED, P.O. BOX 27508-00506, NAIROBI. FINANCIER:WESBANK AVIATION FINANCE P.O. BOX 5234 JOHANNESBURG 2000 SOUTH AFRICA, ","2008-08-31","VALID"
"5Y-NIK","LET 410 UVP-E9","912619","LET A.S.KUNOVICE","OWNER:: MOMBASA AIR SAFARI LTD, P. O. BOX 93961,, MOMBASA., ","2007-04-31","VALID"
"5Y-NJM","PIPER PA.31","325-31-7812126","PIPER AIRCRAFT COMPANY","MARSHALLS (EA) LTD. P. O. BOX 30366NAIROBI.","1991-04-31","EXPIRED"
"5Y-NJS","BEECH CRAFT KINGAIR 200","BB-837","BEECH AIRCRAFT COMPANY","OWNER: NIC BANK & H CO (EA) LTD P.O BOX 44599-00100 NAIROBILESSEE:PHOENIX AVIATION LTD P.O BOX 49493-00100 NAIROBI ","2007-03-31","VALID"
"5Y-NKG","CESSNA 208","208-00178","CESSNA AIRCRAFT COMPANY","OWNER: KINGAIR SERVICES PARTNERSHIPP. O. BOX 29044 MELVILE, R.S.ALESSEE: TRACKMARK (RELIEF SERVICES)P. O. BOX 44007NAIROBI.","","EXPIRED"
